,id. Response ID,submitdate. Date submitted,Month Year[subm...Date submitted],Month[Month Yea...ate submitted]],Year[Month Year...ate submitted]],lastpage. Last page,Carmain,Previous PHEVs,Previous BEVs,Previous HEVs,Previous CNGs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Home Type (detached 1),Highest Level of Education,Longest trip in the last 12 months,Number of trips over 200 miles in the last 12 months,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual VMT Estimate ,"FCV, BEV Dummy"
121,FCV_1_130,2017/06/07 20:40:21,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,0.0,0.0,275000.0,2.77,0.0,1.0,3.0,351.11,1.0,1.1,4.0,45.0,0.0,2,8400.0,0.0
122,FCV_1_131,2017/06/07 20:53:11,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,1.0,0.0,125000.0,2.78,1.0,1.0,3.0,199.82,0.0,5.49,2.0,65.0,0.0,2,4120.0,0.0
123,FCV_1_132,2017/06/07 20:55:51,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,1.0,0.0,1.0,0.0,425000.0,2.84,1.0,1.0,4.0,,0.0,18.66,3.0,45.0,0.0,2,6000.0,0.0
124,FCV_1_133,2017/06/07 21:32:45,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,0.0,0.0,0.0,1.0,275000.0,1.11,1.0,1.0,4.0,117.46,6.0,22.01,3.0,65.0,0.0,3,12369.23076923077,0.0
125,FCV_1_134,2017/06/07 21:45:32,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,0.0,0.0,0.0,0.0,175000.0,1.58,1.0,1.0,3.0,266.4,2.0,0.76,5.0,35.0,0.0,3,12000.0,0.0
126,FCV_1_135,2017/06/07 21:34:32,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,0.0,0.0,,2.91,1.0,1.0,4.0,,0.0,3.46,2.0,75.0,0.0,3,1560.0,0.0
127,FCV_1_136,,,,,19.0,2016 Toyota Mirai,0.0,1.0,1.0,0.0,,,,,,,,,3.0,65.0,0.0,5,,0.0
128,FCV_1_137,2017/06/08 05:51:42,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,0.0,0.0,1.0,0.0,75000.0,2.82,1.0,1.0,3.0,,0.0,7.9,1.0,35.0,1.0,1,14760.0,0.0
129,FCV_1_138,2017/06/10 07:45:48,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,1.0,0.0,,1.85,1.0,1.0,4.0,336.67,0.0,14.74,2.0,65.0,0.0,2,9936.0,0.0
130,FCV_1_139,2017/06/08 16:01:30,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,1.0,0.0,175000.0,2.49,0.0,1.0,4.0,434.39,0.0,36.07,2.0,55.0,1.0,2,16188.0,0.0
131,FCV_1_140,2017/06/07 21:58:28,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,0.0,0.0,1.0,0.0,,2.75,1.0,1.0,3.0,229.42,2.0,4.67,2.0,55.0,1.0,2,7200.0,0.0
132,FCV_1_141,2017/06/07 22:39:06,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,0.0,0.0,475000.0,,1.0,1.0,3.0,192.13,0.0,3.96,4.0,65.0,0.0,5,10400.0,0.0
133,FCV_1_142,2017/06/07 22:54:02,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,1.0,0.0,1.0,0.0,125000.0,1.55,1.0,1.0,3.0,56.95,0.0,0.1,4.0,55.0,0.0,2,7521.599999999999,0.0
134,FCV_1_143,,,,,10.0,2017 Toyota Mirai,0.0,0.0,0.0,0.0,,,,,,,,,,,,4,,0.0
135,FCV_1_144,2017/06/07 23:35:53,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,1.0,0.0,0.0,0.0,225000.0,2.6,1.0,1.0,3.0,78.25,0.0,13.31,3.0,45.0,1.0,2,10714.285714285714,0.0
136,FCV_1_145,2017/06/26 05:21:41,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,0.0,0.0,75000.0,2.77,0.0,0.0,3.0,426.1,7.0,20.32,1.0,65.0,0.0,2,15396.0,0.0
137,FCV_1_146,2017/06/09 06:06:54,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,0.0,0.0,1.0,0.0,125000.0,2.72,1.0,1.0,3.0,226.02,6.0,12.87,2.0,55.0,1.0,2,16200.0,0.0
138,FCV_1_147,2017/06/08 06:46:04,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,,,,,,,,,,,,,,,,1,,0.0
139,FCV_1_148,2017/06/08 07:36:31,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,1.0,1.0,0.0,0.0,125000.0,2.9,1.0,1.0,2.0,272.9,4.0,24.72,2.0,55.0,0.0,2,124696.0,0.0
140,FCV_1_149,2017/06/08 08:26:22,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,0.0,0.0,0.0,0.0,425000.0,-3.0,1.0,1.0,4.0,297.43,0.0,39.77,4.0,35.0,0.0,2,19950.0,0.0
141,FCV_1_150,2017/06/08 08:48:22,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,1.0,1.0,0.0,0.0,125000.0,2.86,1.0,1.0,4.0,516.46,3.0,5.83,2.0,65.0,0.0,2,6960.0,0.0
142,FCV_1_151,2017/06/08 08:54:37,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,1.0,0.0,325000.0,-1.85,1.0,1.0,4.0,,0.0,14.6,2.0,35.0,0.0,2,8000.0,0.0
143,FCV_1_152,2017/06/08 11:05:20,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,0.0,0.0,175000.0,0.39,1.0,1.0,3.0,153.0,0.0,43.23,4.0,55.0,0.0,4,8970.0,0.0
144,FCV_1_153,,,,,32.0,2016 Toyota Mirai,0.0,0.0,0.0,0.0,,,,,,88.71,0.0,38.55,3.0,45.0,0.0,2,,0.0
145,FCV_1_154,2017/06/08 10:19:32,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,0.0,0.0,125000.0,2.52,1.0,1.0,2.0,179.06,0.0,10.8,1.0,65.0,0.0,2,12688.0,0.0
146,FCV_1_155,2017/06/08 10:39:17,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,1.0,0.0,,2.8,1.0,1.0,4.0,,0.0,14.58,2.0,65.0,0.0,5,15000.0,0.0
147,FCV_1_156,2017/06/08 10:36:36,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,1.0,0.0,225000.0,-3.0,1.0,1.0,3.0,230.34,0.0,1.19,2.0,55.0,0.0,2,5352.0,0.0
148,FCV_1_157,,,,,,,,,,,,,,,,,,,,,,1,,
149,FCV_1_158,2017/06/08 11:09:49,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,,,,,,,,,,,,,,,,1,,0.0
150,FCV_1_159,2017/06/08 12:42:24,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,1.0,0.0,0.0,275000.0,1.27,1.0,0.0,3.0,485.37,0.0,,2.0,65.0,0.0,3,13200.0,0.0
151,FCV_1_160,2017/06/08 13:38:14,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,0.0,0.0,175000.0,0.0,0.0,0.0,3.0,373.11,1.0,24.21,2.0,35.0,1.0,2,11850.0,0.0
152,FCV_1_161,2017/06/08 15:23:17,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,0.0,0.0,75000.0,2.74,1.0,1.0,4.0,184.02,4.0,,2.0,65.0,1.0,2,5148.0,0.0
153,FCV_1_162,2017/06/08 15:33:24,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,0.0,0.0,1.0,0.0,125000.0,1.39,1.0,1.0,4.0,,0.0,,1.0,75.0,1.0,1,8040.0,0.0
154,FCV_1_163,2017/06/08 15:40:24,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,0.0,0.0,0.0,0.0,175000.0,2.75,1.0,1.0,4.0,197.05,15.0,4.93,2.0,35.0,0.0,1,20500.0,0.0
155,FCV_1_165,2017/06/08 17:22:39,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,1.0,0.0,0.0,125000.0,1.34,0.0,0.0,3.0,79.19,20.0,1.0,2.0,65.0,0.0,2,-59200.0,0.0
156,FCV_1_166,2017/06/08 18:12:47,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,0.0,0.0,125000.0,2.75,1.0,1.0,2.0,,0.0,5.46,2.0,65.0,1.0,3,4336.0,0.0
157,FCV_1_167,2017/06/08 18:29:24,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,0.0,0.0,1.0,0.0,125000.0,2.72,1.0,1.0,4.0,439.8,0.0,11.8,2.0,65.0,0.0,2,6947.368421052632,0.0
158,FCV_1_168,2017/06/08 19:32:12,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,,,,,,,,,,,,,,,,1,,0.0
159,FCV_1_169,2017/06/08 20:50:13,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,1.0,1.0,0.0,0.0,,-3.0,1.0,1.0,4.0,358.87,0.0,36.78,4.0,45.0,1.0,3,12800.0,0.0
160,FCV_1_170,2017/06/08 21:32:50,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,1.0,0.0,125000.0,2.86,1.0,1.0,4.0,349.26,1.0,8.0,2.0,65.0,0.0,3,5142.857142857143,0.0
161,FCV_1_171,2017/06/08 21:56:01,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,1.0,0.0,0.0,0.0,225000.0,2.87,1.0,1.0,2.0,351.13,2.0,51.41,2.0,55.0,0.0,2,27570.0,0.0
162,FCV_1_172,,,,,,,,,,,,,,,,,,,,,,1,,
163,FCV_1_173,2017/06/08 22:50:54,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,1.0,0.0,75000.0,2.03,1.0,1.0,4.0,,0.0,6.2,1.0,80.0,0.0,1,7100.0,0.0
164,FCV_1_174,2017/06/08 22:41:48,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,1.0,0.0,225000.0,2.84,1.0,1.0,3.0,534.1,0.0,11.87,4.0,45.0,0.0,3,8500.8,0.0
165,FCV_1_175,2017/06/12 07:17:30,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,1.0,0.0,0.0,0.0,275000.0,0.96,1.0,1.0,4.0,,0.0,8.65,4.0,55.0,0.0,3,14000.0,0.0
166,FCV_1_176,2017/06/09 10:18:08,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,0.0,0.0,0.0,0.0,175000.0,-0.74,1.0,1.0,4.0,371.97,1.0,14.17,4.0,45.0,0.0,3,9840.0,0.0
167,FCV_1_177,2017/06/09 11:33:37,06/2017,6.0,2017.0,42.0,2017 Honda Clarity,0.0,1.0,1.0,0.0,500000.0,2.66,1.0,0.0,4.0,278.41,2.0,11.26,4.0,65.0,0.0,3,7680.0,0.0
168,FCV_1_178,,,,,,,,,,,,,,,,,,,,,,1,,
169,FCV_1_179,2017/06/09 11:58:10,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,0.0,0.0,0.0,0.0,175000.0,0.0,1.0,1.0,3.0,115.95,0.0,47.62,3.0,35.0,0.0,3,10221.333333333334,0.0
170,FCV_1_180,,,,,11.0,2017 Honda Clarity,0.0,0.0,0.0,0.0,,,,,,,,,,,,4,,0.0
171,FCV_1_181,2017/06/09 12:10:21,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,1.0,0.0,0.0,0.0,175000.0,2.78,1.0,0.0,4.0,117.52,2.0,3.82,1.0,65.0,0.0,2,8800.0,0.0
172,FCV_1_182,2017/06/09 15:52:34,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,0.0,0.0,1.0,0.0,,2.75,1.0,1.0,4.0,,0.0,17.17,3.0,35.0,0.0,3,10920.0,0.0
173,FCV_1_183,2017/06/09 16:17:50,06/2017,6.0,2017.0,42.0,-1 -1 -1,,,,,,,,,,,,,,,,1,,
174,FCV_1_184,2017/06/09 16:42:09,06/2017,6.0,2017.0,42.0,2015 Hyundai Tucson,,,,,,,,,,,,,,,,1,,0.0
175,FCV_1_185,2017/06/09 16:59:35,06/2017,6.0,2017.0,42.0,2015 Hyundai Tuscan,0.0,0.0,0.0,0.0,325000.0,1.55,1.0,1.0,4.0,243.04,0.0,8.19,2.0,35.0,0.0,2,15333.333333333334,0.0
176,FCV_1_186,,,,,3.0,2017 Toyota Mirai,,,,,,,,,,,,,,,,1,,0.0
177,FCV_1_187,,,,,29.0,2016 Toyota Mirai,0.0,0.0,0.0,0.0,,,,,,42.47,30.0,,2.0,55.0,1.0,2,,0.0
178,FCV_1_188,2017/06/09 19:35:34,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,1.0,0.0,125000.0,2.61,1.0,0.0,4.0,148.9,2.0,33.27,3.0,55.0,1.0,4,12428.57142857143,0.0
179,FCV_1_189,,,,,10.0,2017 Toyota Mirai,0.0,0.0,0.0,0.0,,,,,,,,,,,,2,,0.0
180,FCV_1_190,2017/06/14 11:10:32,06/2017,6.0,2017.0,42.0,2015 hyundai tuscon,0.0,0.0,1.0,0.0,175000.0,2.56,1.0,1.0,3.0,86.33,12.0,8.17,2.0,65.0,0.0,3,11571.724137931034,0.0
181,FCV_1_191,2017/06/10 01:17:45,06/2017,6.0,2017.0,42.0,2016 hyundai Tuscon,0.0,0.0,1.0,0.0,,2.46,1.0,1.0,4.0,,0.0,34.83,4.0,45.0,1.0,2,22500.0,0.0
182,FCV_1_192,,,,,34.0,2016 Toyota Mirai,0.0,0.0,1.0,0.0,,,,,,79.01,0.0,9.9,4.0,55.0,0.0,2,,0.0
183,FCV_1_193,2017/06/10 08:20:26,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,0.0,1.0,1.0,0.0,275000.0,1.67,1.0,0.0,4.0,171.94,6.0,2.39,1.0,65.0,0.0,1,7764.7058823529405,0.0
184,FCV_1_194,,,,,3.0,2016 Toyota Mirai,,,,,,,,,,,,,,,,1,,0.0
185,FCV_1_195,2017/07/08 16:40:28,07/2017,7.0,2017.0,42.0,2016 Toyota Mirai,0.0,0.0,0.0,0.0,125000.0,0.0,1.0,1.0,3.0,,0.0,20.46,4.0,,,4,14400.0,0.0
186,FCV_1_196,2017/06/10 11:13:14,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,0.0,0.0,50000.0,2.81,1.0,0.0,3.0,432.06,2.0,,4.0,45.0,0.0,2,19500.0,0.0
187,FCV_1_197,,,,,2.0,-1 -1 -1,,,,,,,,,,,,,,,,1,,
188,FCV_1_198,2017/06/10 13:33:57,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,0.0,0.0,1.0,0.0,175000.0,2.64,1.0,0.0,2.0,,0.0,18.77,2.0,65.0,0.0,2,14666.666666666666,0.0
189,FCV_1_199,2017/06/10 13:30:00,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,0.0,0.0,0.0,0.0,225000.0,2.61,1.0,0.0,3.0,413.11,8.0,45.25,2.0,55.0,0.0,2,8666.666666666666,0.0
190,FCV_1_200,2017/06/10 18:04:12,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,0.0,0.0,75000.0,2.95,0.0,0.0,2.0,78.14,1.0,21.82,2.0,45.0,1.0,3,13608.0,0.0
191,FCV_1_201,,,,,9.0,2017 Toyota Mirai,0.0,1.0,1.0,0.0,,,,,,,,,,,,3,,0.0
192,FCV_1_202,2017/06/10 21:16:36,06/2017,6.0,2017.0,42.0,2015 Hyundai Tucson,0.0,0.0,0.0,0.0,275000.0,2.49,1.0,1.0,4.0,,0.0,16.62,4.0,45.0,0.0,2,16179.310344827587,0.0
193,FCV_1_203,2017/06/11 00:56:06,06/2017,6.0,2017.0,42.0,2017 Hyundai  Tuscon,0.0,1.0,0.0,0.0,500000.0,0.72,1.0,1.0,4.0,125.12,200.0,26.0,5.0,55.0,0.0,4,20520.0,0.0
194,FCV_1_204,2017/06/27 10:35:35,06/2017,6.0,2017.0,42.0,2015 Hyundai Tucson,0.0,0.0,1.0,0.0,375000.0,2.72,1.0,1.0,3.0,125.26,6.0,7.58,3.0,45.0,0.0,4,10181.818181818182,0.0
195,FCV_1_205,,,,,3.0,2016 Toyota Mirai,,,,,,,,,,,,,,,,1,,0.0
196,FCV_1_206,2017/06/11 13:01:53,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,1.0,0.0,0.0,0.0,225000.0,2.42,1.0,1.0,4.0,466.58,0.0,5.58,2.0,65.0,0.0,2,8265.0,0.0
197,FCV_1_207,2017/06/11 13:22:39,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,0.0,0.0,0.0,0.0,75000.0,2.51,0.0,0.0,2.0,323.3,2.0,51.6,1.0,35.0,0.0,2,14113.199999999999,0.0
198,FCV_1_208,2017/06/11 15:29:00,06/2017,6.0,2017.0,42.0,2017 Hyundi Tucson,0.0,1.0,0.0,0.0,425000.0,0.58,1.0,1.0,3.0,140.09,0.0,6.52,2.0,65.0,0.0,2,12564.0,0.0
199,FCV_1_209,2017/06/11 19:04:59,06/2017,6.0,2017.0,42.0,2015 Hyundai  Tuscon,0.0,0.0,0.0,0.0,,2.77,1.0,1.0,4.0,395.73,1.0,5.82,2.0,65.0,1.0,3,10306.666666666668,0.0
200,FCV_1_210,2017/06/11 18:40:44,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,1.0,0.0,1.0,0.0,325000.0,2.68,0.0,0.0,4.0,140.93,2.0,32.09,2.0,45.0,0.0,2,8250.0,0.0
201,FCV_1_211,2017/06/27 21:47:19,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,0.0,0.0,0.0,0.0,175000.0,1.9,1.0,1.0,3.0,290.29,0.0,24.66,4.0,45.0,1.0,3,16860.0,0.0
202,FCV_1_212,2017/06/11 20:36:18,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,1.0,1.0,0.0,0.0,225000.0,2.89,1.0,1.0,4.0,83.56,1.0,5.35,4.0,55.0,0.0,4,6000.0,0.0
203,FCV_1_213,2017/06/11 20:56:51,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,0.0,0.0,,2.88,1.0,1.0,4.0,375.38,0.0,42.2,4.0,55.0,1.0,4,2400.0,0.0
204,FCV_1_214,2017/06/11 22:24:22,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,1.0,0.0,,1.95,1.0,1.0,3.0,129.01,2.0,26.46,2.0,55.0,1.0,2,19800.0,0.0
205,FCV_1_215,2017/06/11 22:45:22,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,0.0,0.0,225000.0,1.46,1.0,1.0,4.0,251.74,0.0,27.63,3.0,45.0,0.0,3,10600.0,0.0
206,FCV_1_216,2017/06/12 03:49:46,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,0.0,0.0,1.0,0.0,50000.0,-1.76,1.0,0.0,4.0,346.59,0.0,4.5,3.0,55.0,0.0,3,10920.0,0.0
207,FCV_1_217,2017/06/16 16:25:06,06/2017,6.0,2017.0,42.0,2014 Hyundai Tucson,0.0,1.0,0.0,0.0,125000.0,2.75,0.0,1.0,4.0,98.51,5.0,13.39,4.0,45.0,0.0,2,11272.727272727272,0.0
208,FCV_1_218,2017/06/12 09:58:13,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,0.0,0.0,125000.0,1.53,0.0,0.0,3.0,104.78,24.0,13.96,1.0,45.0,0.0,1,14000.0,0.0
209,FCV_1_219,2017/06/12 10:38:19,06/2017,6.0,2017.0,42.0,2015 Hyundai Tucson,0.0,0.0,0.0,0.0,175000.0,1.79,1.0,1.0,4.0,70.36,1.0,15.32,2.0,35.0,0.0,2,10838.709677419356,0.0
210,FCV_1_220,2017/06/12 13:01:09,06/2017,6.0,2017.0,42.0,2016 Toyota Mirai,0.0,0.0,1.0,0.0,325000.0,,1.0,1.0,4.0,155.56,24.0,148.07,2.0,65.0,0.0,2,15789.473684210527,0.0
211,FCV_1_221,2017/06/12 10:47:36,06/2017,6.0,2017.0,42.0,2015 Hyundai Tuscon,0.0,0.0,0.0,0.0,225000.0,,1.0,1.0,3.0,,12.0,12.36,4.0,55.0,,3,15567.310344827587,0.0
212,FCV_1_222,2017/06/12 11:04:25,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,1.0,0.0,75000.0,1.73,1.0,1.0,4.0,203.66,0.0,15.01,4.0,35.0,0.0,3,9840.0,0.0
213,FCV_1_223,2017/06/12 11:37:29,06/2017,6.0,2017.0,42.0,2015 Hyundai Tucson,0.0,0.0,1.0,0.0,75000.0,2.63,1.0,1.0,4.0,120.28,0.0,15.03,3.0,45.0,1.0,2,12631.57894736842,0.0
214,FCV_1_224,2017/06/12 12:00:12,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,,,,,,,,,,,,,,,,1,,0.0
215,FCV_1_225,,,,,9.0,2016 Hyundai  Tuscon Fuel Cell,0.0,1.0,1.0,0.0,,,,,,,,,,,,4,,0.0
216,FCV_1_226,,,,,,,,,,,,,,,,,,,,,,1,,
217,FCV_1_227,2017/06/12 14:14:45,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,1.0,0.0,375000.0,2.7,1.0,1.0,4.0,714.56,2.0,62.63,2.0,55.0,0.0,2,7500.0,0.0
218,FCV_1_228,2017/06/12 16:09:44,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,1.0,0.0,75000.0,1.54,1.0,1.0,2.0,410.51,220.0,1.49,4.0,75.0,0.0,5,75000.0,0.0
219,FCV_1_229,,,,,-1.0,,,,,,,,,,,,,,,,,1,,
220,FCV_1_230,2017/06/12 16:10:50,06/2017,6.0,2017.0,42.0,2017 Honda Clarity,0.0,0.0,1.0,0.0,325000.0,2.44,1.0,0.0,3.0,,0.0,5.17,1.0,35.0,0.0,1,13200.0,0.0
221,FCV_1_231,2017/06/12 16:40:22,06/2017,6.0,2017.0,42.0,2017 Honda Clarity,0.0,0.0,0.0,0.0,75000.0,2.88,1.0,0.0,4.0,281.1,1.0,8.22,2.0,25.0,0.0,2,15000.0,0.0
222,FCV_1_232,2017/06/12 16:32:53,06/2017,6.0,2017.0,42.0,2017 Honda Clarity,0.0,0.0,0.0,0.0,125000.0,1.0,1.0,1.0,4.0,409.57,2.0,4.82,4.0,45.0,0.0,3,7368.0,0.0
223,FCV_1_233,2017/06/13 09:17:58,06/2017,6.0,2017.0,42.0,2017 Honda Clarity,0.0,0.0,0.0,0.0,225000.0,2.53,1.0,1.0,4.0,111.94,0.0,24.38,4.0,55.0,0.0,3,11760.0,0.0
224,FCV_1_234,2017/06/29 16:47:01,06/2017,6.0,2017.0,42.0,2017 Honda Clarity,1.0,1.0,0.0,0.0,,0.32,1.0,1.0,,276.57,10.0,31.84,5.0,55.0,0.0,3,20913.6,0.0
225,FCV_1_235,2017/06/12 16:48:54,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,,,,,,,,,,,,,,,,1,,0.0
226,FCV_1_236,2017/06/12 17:17:24,06/2017,6.0,2017.0,42.0,2017 Honda Clarity,1.0,0.0,1.0,0.0,125000.0,2.87,1.0,1.0,3.0,118.69,2.0,12.97,1.0,65.0,0.0,1,12588.0,0.0
227,FCV_1_237,2017/06/12 17:44:19,06/2017,6.0,2017.0,42.0,2017 Honda Clarity,0.0,0.0,0.0,0.0,225000.0,1.42,1.0,1.0,2.0,88.21,2.0,12.95,4.0,55.0,0.0,3,13845.599999999999,0.0
228,FCV_1_238,2017/06/29 23:13:06,06/2017,6.0,2017.0,42.0,2015 Hyundai Tucson,1.0,0.0,1.0,0.0,225000.0,2.59,1.0,0.0,3.0,67.99,2.0,26.23,4.0,65.0,0.0,3,18285.714285714286,0.0
229,FCV_1_239,2017/06/12 18:49:53,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,0.0,0.0,,1.29,0.0,1.0,4.0,584.35,2.0,11.19,5.0,45.0,0.0,4,10320.0,0.0
230,FCV_1_240,2017/06/12 19:17:33,06/2017,6.0,2017.0,42.0,2016 Hyundai Tucson,0.0,0.0,0.0,0.0,75000.0,,1.0,1.0,3.0,1189.23,10.0,15.81,2.0,65.0,0.0,2,15927.272727272728,0.0
231,FCV_1_241,2017/06/12 21:02:39,06/2017,6.0,2017.0,42.0,2017 Honda Clarity,0.0,0.0,0.0,0.0,125000.0,2.76,1.0,1.0,3.0,81.5,1.0,3.32,1.0,55.0,1.0,1,5616.0,0.0
232,FCV_1_242,,,,,4.0,2016 Toyota Mirai,,,,,,,,,,,,,,,,1,,0.0
233,FCV_1_243,2017/06/12 23:10:22,06/2017,6.0,2017.0,42.0,2015 Hyundai Tucson,0.0,0.0,0.0,0.0,325000.0,0.94,1.0,1.0,4.0,,0.0,20.18,2.0,55.0,0.0,2,15376.571428571428,0.0
234,FCV_1_244,2017/06/13 08:32:26,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,1.0,0.0,1.0,0.0,175000.0,1.5,0.0,0.0,3.0,377.72,0.0,23.41,2.0,65.0,0.0,2,13580.0,0.0
235,FCV_1_245,2017/06/16 20:17:22,06/2017,6.0,2017.0,42.0,2016 Hyundai Tucson,0.0,0.0,0.0,0.0,175000.0,2.79,1.0,0.0,2.0,98.88,1.0,9.65,1.0,65.0,0.0,1,6797.0,0.0
236,FCV_1_246,2017/06/13 14:17:11,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,1.0,0.0,500000.0,2.92,0.0,1.0,4.0,,0.0,9.52,4.0,55.0,0.0,2,12000.0,0.0
237,FCV_1_247,2017/06/13 15:02:32,06/2017,6.0,2017.0,42.0,2017 Honda Clarity,0.0,0.0,0.0,0.0,75000.0,0.89,1.0,0.0,2.0,447.83,1.0,4.52,2.0,65.0,0.0,2,14880.0,0.0
238,FCV_1_248,2017/06/13 17:34:30,06/2017,6.0,2017.0,42.0,2017 Honda Clarity,1.0,1.0,0.0,0.0,125000.0,1.49,1.0,1.0,3.0,,0.0,32.1,4.0,65.0,0.0,4,21600.0,0.0
239,FCV_1_249,2017/06/14 09:24:48,06/2017,6.0,2017.0,42.0,2016 Hyundai  Tucson,0.0,0.0,0.0,0.0,125000.0,0.89,1.0,1.0,3.0,243.44,0.0,22.07,2.0,55.0,0.0,3,14666.666666666666,0.0
240,FCV_1_250,2017/06/14 09:55:47,06/2017,6.0,2017.0,42.0,2015 Hyundai Tuscon,0.0,0.0,0.0,0.0,175000.0,1.98,1.0,1.0,3.0,438.0,5.0,20.13,4.0,35.0,0.0,3,13333.333333333332,0.0
241,FCV_1_251,2017/06/14 11:04:21,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,0.0,0.0,0.0,0.0,75000.0,2.78,0.0,0.0,3.0,236.77,2.0,14.89,1.0,35.0,0.0,1,20997.0,0.0
242,FCV_1_252,,,,,25.0,2016 Toyota Mirai,0.0,0.0,0.0,0.0,,,,,,,,58.09,5.0,55.0,0.0,5,,0.0
243,FCV_1_253,2017/06/14 14:52:51,06/2017,6.0,2017.0,42.0,2017 Toyota Mirai,1.0,0.0,0.0,0.0,225000.0,2.46,1.0,1.0,4.0,289.67,0.0,33.88,6.0,45.0,0.0,3,14000.0,0.0
